Step,Time,Datetime,X,Y,Z,Vx,Vy,Vz,Eclipse_status_Earth,Eclipse_status_Moon
133,793654169.1852885,2025-02-24 07:28:19.999986+00:00,-38189.553071020644,-17906.1460835872,86.72624164669574,1.3059691034213206,-2.7823614202754547,-0.0036554053739159447,0,0
134,793654669.1852885,2025-02-24 07:36:39.999986+00:00,-37511.3572083005,-19285.129844415333,84.84140464021189,1.4065149356708635,-2.7329628801087846,-0.0038831253735321413,0,0
135,793655169.1852885,2025-02-24 07:44:59.999986+00:00,-36783.34867322101,-20638.503652071446,82.84395864066536,1.5051977388281372,-2.679932875655585,-0.004105791699666389,0,0
136,793655669.1852885,2025-02-24 07:53:19.999986+00:00,-36006.491857968176,-21964.469078057395,80.73650441031072,1.601886423792861,-2.623341417179121,-0.004323109771382403,0,0
137,793656169.1852885,2025-02-24 08:01:39.999986+00:00,-35181.81605262009,-23261.263884991946,78.52178828820087,1.6964525167621147,-2.563263243278677,-0.004534791925680563,0,0
138,793656669.1852885,2025-02-24 08:09:59.999986+00:00,-34310.414094774336,-24527.164366851528,76.20269863707061,1.7887703295594655,-2.4997777241511527,-0.0047405577925740995,0,0
139,793657169.1852885,2025-02-24 08:18:19.999986+00:00,-33393.4409348789,-25760.487639307255,73.78226210499533,1.8787171264556126,-2.432968758734294,-0.004940134660835759,0,0
140,793657669.1852885,2025-02-24 08:26:39.999985+00:00,-32432.11211907527,-26959.593877129275,71.26363970660282,1.966173287262634,-2.362924665853731,-0.005133257833965109,0,0
141,793658169.1852885,2025-02-24 08:34:59.999985+00:00,-31427.70219147076,-28122.88849569246,68.6501227288374,2.0510224664877703,-2.2897380695035654,-0.005319670975940709,0,0
142,793658669.1852885,2025-02-24 08:43:19.999985+00:00,-30381.54301786282,-29248.824273684208,65.94512846648972,2.133151748336775,-2.21350577839772,-0.005499126446336034,0,0
143,793659169.1852885,2025-02-24 08:51:39.999985+00:00,-29295.022033042296,-30335.903414185577,63.1521957929126,2.212451797361191,-2.134328659936643,-0.0056713856243931745,0,0
144,793659669.1852885,2025-02-24 08:59:59.999985+00:00,-28169.580413904005,-31382.679541371126,60.27498057154222,2.288817004548478,-2.052311508741252,-0.005836219221663917,0,0
145,793660169.1852885,2025-02-24 09:08:19.999985+00:00,-27006.711180692528,-32387.759630150493,57.317250914035306,2.362145628658731,-1.96756290991318,-0.005993407582843799,0,0
146,793660669.1852885,2025-02-24 09:16:39.999985+00:00,-25807.957228807976,-33349.805866156166,54.282882291015945,2.4323399326167814,-1.8801950971874584,-0.006142740974440983,0,0
147,793661169.1852885,2025-02-24 09:24:59.999985+00:00,-24574.909293690664,-34267.53743356661,51.17585250160083,2.4993063147737735,-1.7903238061507285,-0.006284019860938343,0,0
148,793661669.1852885,2025-02-24 09:33:19.999985+00:00,-23309.203851395356,-35139.73222834225,48.00023650803816,2.562955434857846,-1.698068122704917,-0.0064170551681238175,0,0
149,793662169.1852885,2025-02-24 09:41:39.999985+00:00,-22012.520957554363,-35965.228494543335,44.76020114195389,2.623202334439358,-1.6035503269630076,-0.006541668533280824,0,0
